ADX;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],10
ADX;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],32
ADXR;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],10
ADXR;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],106
ADXR;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],17
ADXR;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],58
APO;[[CLOSE_PRICE]],10,27,[[MAMA]]
APO;[[CLOSE_PRICE]],10,41,[[KAMA]]
APO;[[CLOSE_PRICE]],13,17,[[TEMA]]
APO;[[CLOSE_PRICE]],17,31,[[DEMA]]
APO;[[CLOSE_PRICE]],50,64,[[SMA]]
APO;[[CLOSE_PRICE]],50,65,[[TEMA]]
APO;[[HIGH_PRICE]],13,101,[[SMA]]
APO;[[LOW_PRICE]],28,107,[[MAMA]]
AROON;[HIGH_PRICE],[LOW_PRICE],17,[[OUTPUT1]]
AROON;[HIGH_PRICE],[LOW_PRICE],24,[[OUTPUT2]]
ATR;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],58
CCI;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],102
CCI;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],17
CCI;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],40
CCI;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],50
CCI;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],65
CMO;[[CLOSE_PRICE]],32
MACD;[[CLOSE_PRICE]],10,58,40,[[OUTPUT1]]
MACD;[[CLOSE_PRICE]],11,50,14,[[OUTPUT2]]
MACD;[[CLOSE_PRICE]],15,30,24,[[OUTPUT3]]
MACD;[[CLOSE_PRICE]],19,24,22,[[OUTPUT1]]
MACD;[[CLOSE_PRICE]],20,21,24,[[OUTPUT1]]
MACD;[[CLOSE_PRICE]],23,103,88,[[OUTPUT1]]
MACD;[[CLOSE_PRICE]],24,25,30,[[OUTPUT2]]
MACD;[[CLOSE_PRICE]],32,39,36,[[OUTPUT1]]
MACD;[[CLOSE_PRICE]],34,40,48,[[OUTPUT2]]
MACD;[[CLOSE_PRICE]],36,40,44,[[OUTPUT2]]
MACD;[[CLOSE_PRICE]],38,107,58,[[OUTPUT2]]
MACD;[[CLOSE_PRICE]],50,54,53,[[OUTPUT1]]
MACD;[[HIGH_PRICE]],106,293,126,[[OUTPUT2]]
MACD;[[HIGH_PRICE]],20,29,24,[[OUTPUT1]]
MACD;[[HIGH_PRICE]],96,258,105,[[OUTPUT2]]
MACD;[[LOW_PRICE]],10,25,29,[[OUTPUT3]]
MACD;[[LOW_PRICE]],16,50,36,[[OUTPUT3]]
MACD;[[LOW_PRICE]],32,33,36,[[OUTPUT1]]
MACD;[[LOW_PRICE]],36,40,50,[[OUTPUT2]]
MACD;[[LOW_PRICE]],5,63,32,[[OUTPUT1]]
MINUS_DI;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],10
MINUS_DI;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],24
MOM;[[CLOSE_PRICE]],10
MOM;[[CLOSE_PRICE]],32
MOM;[[CLOSE_PRICE]],50
PLUS_DI;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],10
PLUS_DI;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],102
PLUS_DI;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],107
PLUS_DI;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],24
PLUS_DI;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],40
PLUS_DI;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],50
PLUS_DM;[HIGH_PRICE],[LOW_PRICE],40
PPO;[[CLOSE_PRICE]],25,40,[[SMA]]
PPO;[[CLOSE_PRICE]],38,40,[[TRIMA]]
PPO;[[CLOSE_PRICE]],39,40,[[DEMA]]
PPO;[[CLOSE_PRICE]],40,52,[[T3]]
PPO;[[HIGH_PRICE]],24,107,[[EMA]]
ROC;[[CLOSE_PRICE]],65
RSI;[[CLOSE_PRICE]],107
RSI;[[CLOSE_PRICE]],17
STDDEV;[[CLOSE_PRICE]],10,0.37
STDDEV;[[CLOSE_PRICE]],10,0.92
STDDEV;[[CLOSE_PRICE]],17,0.90
STDDEV;[[HIGH_PRICE]],107,0.87
STDDEV;[[LOW_PRICE]],104,0.58
STOCHF;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],108,49,[[WMA]],[[OUTPUT2]]
STOCHF;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],58,13,[[KAMA]],[[OUTPUT2]]
STOCHF;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],58,32,[[EMA]],[[OUTPUT2]]
STOCH;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],24,10,[[WMA]],38,[[KAMA]]
STOCH;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],24,3,[[KAMA]],12,[[SMA]]
STOCH;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],29,10,[[MAMA]],25,[[SMA]]
STOCH;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],30,10,[[SMA]],34,[[WMA]]
STOCH;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],32,12,[[T3]],52,[[DEMA]]
STOCH;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],32,7,[[SMA]],25,[[SMA]]
STOCH;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],35,10,[[MAMA]],31,[[TRIMA]]
STOCH;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],40,6,[[TRIMA]],21,[[KAMA]]
STOCH;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],50,14,[[DEMA]],38,[[TRIMA]]
STOCH;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],86,10,[[EMA]],41,[[DEMA]]
STOCHRSI;[[CLOSE_PRICE]],24,8,10,[[TEMA]],[[OUTPUT1]]
STOCHRSI;[[CLOSE_PRICE]],25,8,10,[[T3]],[[OUTPUT1]]
STOCHRSI;[[CLOSE_PRICE]],58,20,22,[[EMA]],[[OUTPUT1]]
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],10,5,34
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],10,7,15
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],12,32,48
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],14,11,50
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],14,50,61
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],19,12,32
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],24,17,45
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],6,24,25
ULTOSC;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],9,35,40
VAR;[[CLOSE_PRICE]],106,0.53
VAR;[[CLOSE_PRICE]],24,0.8
VAR;[[CLOSE_PRICE]],50,0.58
VAR;[[CLOSE_PRICE]],50,0.60
VAR;[[HIGH_PRICE]],24,0.31
VAR;[[HIGH_PRICE]],58,0.60
WILLR;[HIGH_PRICE],[LOW_PRICE],[CLOSE_PRICE],24
